mport doomish
Couldn't import doom
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
libpng warning: iCCP: known incorrect sRGB profile
(-4.0, ' ', 393308)
(-4.0, ' ', 393061)
(-4.0, ' ', 393034)
(-4.0, ' ', 392993)
(-4.0, ' ', 392857)
(-4.0, ' ', 392631)
(-4.0, ' ', 392616)
(-4.0, ' ', 392481)
(-4.0, ' ', 392424)
(-4.0, ' ', 392343)
(-4.0, ' ', 392009)
(-4.0, ' ', 391944)
(-4.0, ' ', 391878)
(-4.0, ' ', 391780)
(-4.0, ' ', 391769)
(-4.0, ' ', 391751)
(-4.0, ' ', 391644)
(-4.0, ' ', 391559)
(-4.0, ' ', 391530)
(-4.0, ' ', 391523)
(-4.0, ' ', 391510)
(-4.0, ' ', 391453)
(-4.0, ' ', 391279)
(-4.0, ' ', 391247)
(-4.0, ' ', 390862)
(-4.0, ' ', 390734)
(-4.0, ' ', 390508)
(-4.0, ' ', 390440)
(-4.0, ' ', 390409)
(-4.0, ' ', 390360)
(-4.0, ' ', 390284)
(-4.0, ' ', 390190)
(-4.0, ' ', 390132)
(-4.0, ' ', 390065)
(-4.0, ' ', 390064)
(-4.0, ' ', 389842)
(-4.0, ' ', 389681)
(-4.0, ' ', 389680)
(-4.0, ' ', 389569)
(-4.0, ' ', 389513)
(-4.0, ' ', 389503)
(-4.0, ' ', 389304)
(-4.0, ' ', 389171)
(-4.0, ' ', 389095)
(-4.0, ' ', 388981)
(-4.0, ' ', 388776)
(-4.0, ' ', 388714)
(-4.0, ' ', 388655)
(-4.0, ' ', 388593)
(-3.0, ' ', 388494)
(-4.0, ' ', 388473)
(-4.0, ' ', 388459)
(-4.0, ' ', 388269)
(-4.0, ' ', 388199)
(-4.0, ' ', 388043)
(-4.0, ' ', 388004)
(-4.0, ' ', 388003)
(-4.0, ' ', 387654)
(-4.0, ' ', 387537)
(-4.0, ' ', 387468)
(-4.0, ' ', 387442)
(-4.0, ' ', 387337)
(-4.0, ' ', 387329)
(-4.0, ' ', 387281)
(-4.0, ' ', 387263)
(-4.0, ' ', 387152)
(-4.0, ' ', 387101)
(-4.0, ' ', 387087)
(-4.0, ' ', 387055)
(-4.0, ' ', 387032)
(-4.0, ' ', 386831)
(-4.0, ' ', 386619)
(-4.0, ' ', 386436)
(-4.0, ' ', 386337)
(-4.0, ' ', 386305)
(-4.0, ' ', 386249)
(-4.0, ' ', 386228)
(-4.0, ' ', 386139)
(-4.0, ' ', 385998)
(-4.0, ' ', 385996)
(-4.0, ' ', 385953)
(-4.0, ' ', 385912)
(-4.0, ' ', 385843)
(-4.0, ' ', 385825)
(-4.0, ' ', 385822)
(-4.0, ' ', 385684)
(-4.0, ' ', 385598)
(-4.0, ' ', 385477)
(-4.0, ' ', 385392)
(-4.0, ' ', 385362)
(-4.0, ' ', 385360)
(-4.0, ' ', 385341)
(-4.0, ' ', 385337)
(-4.0, ' ', 385319)
(-4.0, ' ', 385310)
(-4.0, ' ', 384998)
(-4.0, ' ', 384740)
(-4.0, ' ', 384695)
(-4.0, ' ', 384674)
(-4.0, ' ', 384531)
(-4.0, ' ', 384497)
(-4.0, ' ', 384454)
(-4.0, ' ', 384361)
(-4.0, ' ', 384307)
(-4.0, ' ', 384253)
(-4.0, ' ', 383870)
(-4.0, ' ', 383830)
(-4.0, ' ', 383675)
(-4.0, ' ', 383660)
(-4.0, ' ', 383559)
(-4.0, ' ', 383516)
(-4.0, ' ', 383431)
(-4.0, ' ', 383310)
(-4.0, ' ', 383291)
(-4.0, ' ', 383254)
(-4.0, ' ', 383245)
(-4.0, ' ', 383224)
(-4.0, ' ', 383137)
(-4.0, ' ', 383125)
(-4.0, ' ', 383076)
(-4.0, ' ', 383035)
(-4.0, ' ', 383024)
(-4.0, ' ', 382941)
(-4.0, ' ', 382887)
(-4.0, ' ', 382886)
(-4.0, ' ', 382799)
(-4.0, ' ', 382663)
(-4.0, ' ', 382564)
(-4.0, ' ', 382531)
(-4.0, ' ', 382487)
(-4.0, ' ', 382462)
(-4.0, ' ', 382447)
(-4.0, ' ', 382349)
(-4.0, ' ', 382264)
(-4.0, ' ', 382127)
(-4.0, ' ', 382025)
(-4.0, ' ', 382000)
(-4.0, ' ', 381967)
(-4.0, ' ', 381859)
(-4.0, ' ', 381856)
(-4.0, ' ', 381775)
(-4.0, ' ', 381619)
(-4.0, ' ', 381560)
(-4.0, ' ', 381549)
(-4.0, ' ', 381514)
(-4.0, ' ', 381370)
(-4.0, ' ', 381291)
(-4.0, ' ', 381161)
(-4.0, ' ', 381131)
(-4.0, ' ', 380996)
(-4.0, ' ', 380920)
(-4.0, ' ', 380889)
(-4.0, ' ', 380833)
(-4.0, ' ', 380779)
(-4.0, ' ', 380748)
(-4.0, ' ', 380691)
(-4.0, ' ', 380659)
(-4.0, ' ', 380510)
(-4.0, ' ', 380388)
(-4.0, ' ', 380344)
(-4.0, ' ', 380340)
(-4.0, ' ', 380083)
(-4.0, ' ', 380016)
(-4.0, ' ', 379957)
(-4.0, ' ', 379895)
(-4.0, ' ', 379871)
(-4.0, ' ', 379827)
(-4.0, ' ', 379770)
(-4.0, ' ', 379639)
(-4.0, ' ', 379567)
(-4.0, ' ', 379353)
(-4.0, ' ', 379214)
(-4.0, ' ', 379163)
(-4.0, ' ', 378952)
(-4.0, ' ', 378937)
(-4.0, ' ', 378893)
(-4.0, ' ', 378889)
(-4.0, ' ', 378855)
(-4.0, ' ', 378655)
(-4.0, ' ', 378588)
(-4.0, ' ', 378585)
(-4.0, ' ', 378472)
(-4.0, ' ', 378336)
(-4.0, ' ', 378321)
(-4.0, ' ', 378273)
(-4.0, ' ', 378196)
(-4.0, ' ', 378118)
(-4.0, ' ', 378083)
(-4.0, ' ', 378002)
(-4.0, ' ', 377996)
(-4.0, ' ', 377875)
(-4.0, ' ', 377801)
(-4.0, ' ', 377778)
(-4.0, ' ', 377763)
(-4.0, ' ', 377452)
(-4.0, ' ', 377447)
(-4.0, ' ', 377389)
(-4.0, ' ', 377355)
(-4.0, ' ', 377354)
(-4.0, ' ', 377342)
(-4.0, ' ', 377213)
(-4.0, ' ', 377184)
(-4.0, ' ', 377183)
(-4.0, ' ', 377074)
(-4.0, ' ', 377071)
(-4.0, ' ', 377047)
(-4.0, ' ', 377046)
(-4.0, ' ', 376853)
(-4.0, ' ', 376816)
(-4.0, ' ', 376708)
(-4.0, ' ', 376590)
(-4.0, ' ', 376528)
(-4.0, ' ', 376443)
(-4.0, ' ', 376428)
(-4.0, ' ', 376352)
(-4.0, ' ', 376249)
(-4.0, ' ', 376245)
(-4.0, ' ', 376160)
(-4.0, ' ', 376011)
(-4.0, ' ', 375987)
(-4.0, ' ', 375731)
(-4.0, ' ', 375662)
(-4.0, ' ', 375554)
(-4.0, ' ', 375499)
(-4.0, ' ', 375459)
(-4.0, ' ', 375445)
(-4.0, ' ', 375439)
(-4.0, ' ', 375296)
(-4.0, ' ', 375227)
(-4.0, ' ', 375075)
(-4.0, ' ', 375044)
(-4.0, ' ', 375007)
(-4.0, ' ', 374997)
(-4.0, ' ', 374900)
(-4.0, ' ', 374847)
(-4.0, ' ', 374814)
(-4.0, ' ', 374741)
(-4.0, ' ', 374709)
(-4.0, ' ', 374523)
(-4.0, ' ', 374504)
(-4.0, ' ', 374485)
(-4.0, ' ', 374281)
(-4.0, ' ', 374032)
(-4.0, ' ', 374018)
(-4.0, ' ', 373770)
(-4.0, ' ', 373760)
(-4.0, ' ', 373546)
(-4.0, ' ', 373510)
(-4.0, ' ', 373348)
(-4.0, ' ', 373255)
(-4.0, ' ', 373173)
(-4.0, ' ', 373152)
(-4.0, ' ', 373118)
(-4.0, ' ', 372926)
(-4.0, ' ', 372900)
(-4.0, ' ', 372791)
(-4.0, ' ', 372764)
(-4.0, ' ', 372685)
(-4.0, ' ', 372513)
(-4.0, ' ', 372483)
(-4.0, ' ', 372470)
(-4.0, ' ', 372234)
(-4.0, ' ', 372117)
(-4.0, ' ', 371948)
(-4.0, ' ', 371876)
(-4.0, ' ', 371847)
(-4.0, ' ', 371707)
(-4.0, ' ', 371647)
(-4.0, ' ', 371635)
(-4.0, ' ', 371359)
(-4.0, ' ', 371319)
(-4.0, ' ', 371044)
(-4.0, ' ', 370981)
(-4.0, ' ', 370970)
(-4.0, ' ', 370880)
(-4.0, ' ', 370854)
(-4.0, ' ', 370788)
(-4.0, ' ', 370756)
(-4.0, ' ', 370726)
(-4.0, ' ', 370439)
(-4.0, ' ', 370438)
(-4.0, ' ', 370417)
(-4.0, ' ', 370204)
(-4.0, ' ', 370122)
(-4.0, ' ', 370095)
(-4.0, ' ', 370061)
(-4.0, ' ', 370056)
(-4.0, ' ', 369764)
(-4.0, ' ', 369748)
(-4.0, ' ', 369740)
(-4.0, ' ', 369588)
(-4.0, ' ', 369426)
(-4.0, ' ', 369099)
(-4.0, ' ', 369065)
(-4.0, ' ', 369006)
(-4.0, ' ', 368986)
(-4.0, ' ', 368818)
(-4.0, ' ', 368675)
(-4.0, ' ', 368669)
(-4.0, ' ', 368636)
(-4.0, ' ', 368617)
(-4.0, ' ', 368480)
(-4.0, ' ', 368466)
(-4.0, ' ', 368388)
(-4.0, ' ', 368348)
(-4.0, ' ', 368277)
(-4.0, ' ', 368267)
(-4.0, ' ', 368134)
(-4.0, ' ', 368038)
(-4.0, ' ', 368010)
(-4.0, ' ', 368002)
(-4.0, ' ', 367946)
(-4.0, ' ', 367871)
(-4.0, ' ', 367868)
(-4.0, ' ', 367776)
(-4.0, ' ', 367740)
(-4.0, ' ', 367631)
(-4.0, ' ', 367591)
(-4.0, ' ', 367529)
(-4.0, ' ', 367515)
(-4.0, ' ', 367342)
(-4.0, ' ', 367303)
(-4.0, ' ', 367085)
(-4.0, ' ', 366969)
(-4.0, ' ', 366888)
(-4.0, ' ', 366885)
(-4.0, ' ', 366847)
(-4.0, ' ', 366799)
(-4.0, ' ', 366754)
(-4.0, ' ', 366727)
(-4.0, ' ', 366724)
(-4.0, ' ', 366661)
(-4.0, ' ', 366597)
(-4.0, ' ', 366566)
(-4.0, ' ', 366501)
(-4.0, ' ', 366455)
(-4.0, ' ', 366431)
(-4.0, ' ', 366423)
(-4.0, ' ', 366376)
(-4.0, ' ', 366249)
(-4.0, ' ', 366216)
(-4.0, ' ', 366098)
(-4.0, ' ', 366059)
(-4.0, ' ', 365941)
(-4.0, ' ', 365926)
(-4.0, ' ', 365882)
(-4.0, ' ', 365862)
(-4.0, ' ', 365719)
(-4.0, ' ', 365519)
(-4.0, ' ', 365478)
(-4.0, ' ', 365413)
(-4.0, ' ', 365360)
(-4.0, ' ', 364854)
(-4.0, ' ', 364728)
(-4.0, ' ', 364706)
(-4.0, ' ', 364634)
(-4.0, ' ', 364612)
(-4.0, ' ', 364548)
(-4.0, ' ', 364524)
(-4.0, ' ', 364223)
(-4.0, ' ', 364174)
(-4.0, ' ', 364066)
(-4.0, ' ', 364061)
(-4.0, ' ', 363856)
(-4.0, ' ', 363815)
(-4.0, ' ', 363789)
(-4.0, ' ', 363750)
(-4.0, ' ', 363739)
(-4.0, ' ', 363720)
(-4.0, ' ', 363486)
(-4.0, ' ', 363457)
(-4.0, ' ', 363448)
(-4.0, ' ', 363432)
(-4.0, ' ', 363342)
(-4.0, ' ', 363275)
(-4.0, ' ', 363172)
(-4.0, ' ', 363141)
(-4.0, ' ', 363044)
(-4.0, ' ', 362946)
(-4.0, ' ', 362848)
(-4.0, ' ', 362832)
(-4.0, ' ', 362791)
(-4.0, ' ', 362726)
(-4.0, ' ', 362717)
(-4.0, ' ', 362693)
(-4.0, ' ', 362687)
(-4.0, ' ', 362675)
(-4.0, ' ', 362463)
(-4.0, ' ', 362424)
(-4.0, ' ', 362343)
(-4.0, ' ', 362323)
(-4.0, ' ', 362305)
(-4.0, ' ', 362117)
(-4.0, ' ', 362080)
(-4.0, ' ', 362068)
(-4.0, ' ', 361826)
(-4.0, ' ', 361762)
(-4.0, ' ', 361687)
(-4.0, ' ', 361502)
(-4.0, ' ', 361438)
(-4.0, ' ', 361371)
(-4.0, ' ', 361294)
(-4.0, ' ', 361273)
(-4.0, ' ', 361129)
(-4.0, ' ', 361085)
(-4.0, ' ', 360895)
(-4.0, ' ', 360889)
(-4.0, ' ', 360803)
(-4.0, ' ', 360548)
(-4.0, ' ', 360471)
(-4.0, ' ', 360419)
(-4.0, ' ', 360393)
(-4.0, ' ', 360228)
(-4.0, ' ', 360177)
(-4.0, ' ', 360171)
(-4.0, ' ', 359885)
(-4.0, ' ', 359825)
(-4.0, ' ', 359809)
(-4.0, ' ', 359701)
(-4.0, ' ', 359590)
(-4.0, ' ', 359401)
(-4.0, ' ', 359197)
(-4.0, ' ', 358920)
(-4.0, ' ', 358915)
(-4.0, ' ', 358869)
(-4.0, ' ', 358713)
(-4.0, ' ', 358688)
(-4.0, ' ', 358617)
(-4.0, ' ', 358536)
(-4.0, ' ', 358532)
(-4.0, ' ', 358496)
(-4.0, ' ', 358410)
(-4.0, ' ', 358291)
(-4.0, ' ', 358234)
(-4.0, ' ', 358208)
(-4.0, ' ', 358161)
(-4.0, ' ', 358156)
(-4.0, ' ', 358111)
(-4.0, ' ', 357865)
(-4.0, ' ', 357768)
(-4.0, ' ', 357661)
(-4.0, ' ', 357642)
(-4.0, ' ', 357640)
(-4.0, ' ', 357572)
(-4.0, ' ', 357354)
(-4.0, ' ', 357330)
(-4.0, ' ', 357180)
(-4.0, ' ', 357157)
(-4.0, ' ', 357147)
(-4.0, ' ', 357077)
(-4.0, ' ', 356946)
(-4.0, ' ', 356932)
(-4.0, ' ', 356877)
(-4.0, ' ', 356762)
(-4.0, ' ', 356694)
(-4.0, ' ', 356671)
(-4.0, ' ', 356547)
(-4.0, ' ', 356536)
(-4.0, ' ', 356508)
(-4.0, ' ', 356289)
(-4.0, ' ', 356137)
(-4.0, ' ', 356063)
(-4.0, ' ', 355764)
(-4.0, ' ', 355669)
(-4.0, ' ', 355589)
(-4.0, ' ', 355563)
(-4.0, ' ', 355502)
(-4.0, ' ', 355455)
(-4.0, ' ', 355420)
(-4.0, ' ', 355362)
(-4.0, ' ', 355271)
(-4.0, ' ', 355224)
(-4.0, ' ', 355192)
(-4.0, ' ', 355040)
(-4.0, ' ', 355006)
(-4.0, ' ', 354996)
(-4.0, ' ', 354907)
(-4.0, ' ', 354776)
(-4.0, ' ', 354763)
(-4.0, ' ', 354750)
(-4.0, ' ', 354617)
(-4.0, ' ', 354550)
(-4.0, ' ', 354500)
(-4.0, ' ', 354492)
(-4.0, ' ', 354329)
(-4.0, ' ', 353893)
(-4.0, ' ', 353847)
(-4.0, ' ', 353798)
(-4.0, ' ', 353747)
(-4.0, ' ', 353624)
(-4.0, ' ', 353616)
(-4.0, ' ', 353599)
(-4.0, ' ', 353537)
(-4.0, ' ', 353502)
(-4.0, ' ', 353403)
(-4.0, ' ', 353299)
(-4.0, ' ', 353296)
(-4.0, ' ', 353202)
(-4.0, ' ', 353193)
(-4.0, ' ', 353163)
(-4.0, ' ', 352940)
(-4.0, ' ', 352921)
(-4.0, ' ', 352737)
(-4.0, ' ', 352666)
(-4.0, ' ', 352491)
(-4.0, ' ', 352367)
(-4.0, ' ', 352354)
(-4.0, ' ', 352168)
(-4.0, ' ', 352101)
(-4.0, ' ', 352054)
(-4.0, ' ', 351940)
(-4.0, ' ', 351934)
(-4.0, ' ', 351790)
(-4.0, ' ', 351678)
(-4.0, ' ', 351570)
(-4.0, ' ', 351538)
(-4.0, ' ', 351320)
(-4.0, ' ', 351280)
(-4.0, ' ', 351273)
(-4.0, ' ', 351226)
(-4.0, ' ', 351132)
(-4.0, ' ', 351123)
(-4.0, ' ', 351042)
(-4.0, ' ', 351036)
(-4.0, ' ', 350918)
(-4.0, ' ', 350752)
(-4.0, ' ', 350728)
(-4.0, ' ', 350524)
(-4.0, ' ', 350427)
(-4.0, ' ', 350370)
(-4.0, ' ', 350350)
(-4.0, ' ', 350270)
(-4.0, ' ', 350268)
(-4.0, ' ', 350224)
(-4.0, ' ', 350189)
(-4.0, ' ', 350174)
(-4.0, ' ', 350116)
(-4.0, ' ', 350021)
(-4.0, ' ', 349995)
(-4.0, ' ', 349992)
(-4.0, ' ', 349856)
(-4.0, ' ', 349849)
(-4.0, ' ', 349703)
(-4.0, ' ', 349247)
(-4.0, ' ', 349040)
(-4.0, ' ', 348997)
(-4.0, ' ', 348968)
(-4.0, ' ', 348966)
(-4.0, ' ', 348760)
(-4.0, ' ', 348675)
(-4.0, ' ', 348635)
(-4.0, ' ', 348609)
(-4.0, ' ', 348602)
(-4.0, ' ', 348281)
(-4.0, ' ', 347936)
(-4.0, ' ', 347907)
(-4.0, ' ', 347816)
(-4.0, ' ', 347761)
(-4.0, ' ', 347755)
(-4.0, ' ', 347648)
(-4.0, ' ', 347625)
(-4.0, ' ', 347414)
(-4.0, ' ', 347106)
(-4.0, ' ', 347093)
(-4.0, ' ', 347036)
(-4.0, ' ', 346931)
(-4.0, ' ', 346851)
(-4.0, ' ', 346770)
(-4.0, ' ', 346761)
(-4.0, ' ', 346716)
(-4.0, ' ', 346551)
(-4.0, ' ', 346400)
(-4.0, ' ', 346323)
(-4.0, ' ', 346267)
(-4.0, ' ', 346220)
(-4.0, ' ', 346186)
(-4.0, ' ', 346066)
(-4.0, ' ', 346041)
(-4.0, ' ', 345981)
(-4.0, ' ', 345966)
(-4.0, ' ', 345940)
(-4.0, ' ', 345818)
(-4.0, ' ', 345743)
(-4.0, ' ', 345721)
(-4.0, ' ', 345609)
(-4.0, ' ', 345575)
(-4.0, ' ', 345556)
(-4.0, ' ', 345514)
(-4.0, ' ', 345392)
(-4.0, ' ', 345363)
(-4.0, ' ', 345321)
(-4.0, ' ', 344974)
(-4.0, ' ', 344971)
(-4.0, ' ', 344864)
(-4.0, ' ', 344795)
(-4.0, ' ', 344772)
(-4.0, ' ', 344752)
(-4.0, ' ', 344611)
(-4.0, ' ', 344559)
(-4.0, ' ', 344200)
(-4.0, ' ', 344158)
(-4.0, ' ', 344113)
(-4.0, ' ', 343957)
(-4.0, ' ', 343927)
(-4.0, ' ', 343911)
(-4.0, ' ', 343783)
(-4.0, ' ', 343710)
(-4.0, ' ', 343658)
(-4.0, ' ', 343533)
(-4.0, ' ', 343521)
(-4.0, ' ', 343417)
(-4.0, ' ', 343199)
(-4.0, ' ', 343033)
(-4.0, ' ', 342976)
(-4.0, ' ', 342919)
(-4.0, ' ', 342793)
(-4.0, ' ', 342787)
(-4.0, ' ', 342765)
(-4.0, ' ', 342763)
(-4.0, ' ', 342518)
(-4.0, ' ', 342442)
(-4.0, ' ', 342374)
(-4.0, ' ', 342356)
(-4.0, ' ', 342214)
(-4.0, ' ', 342159)
(-4.0, ' ', 342131)
(-4.0, ' ', 342016)
(-4.0, ' ', 341973)
(-4.0, ' ', 341894)
(-4.0, ' ', 341870)
(-4.0, ' ', 341715)
(-4.0, ' ', 341642)
(-4.0, ' ', 341573)
(-4.0, ' ', 341557)
(-4.0, ' ', 341456)
(-4.0, ' ', 341410)
(-4.0, ' ', 341401)
(-4.0, ' ', 341346)
(-4.0, ' ', 341335)
(-4.0, ' ', 341274)
(-4.0, ' ', 341205)
(-4.0, ' ', 341188)
(-4.0, ' ', 341174)
(-4.0, ' ', 341129)
(-4.0, ' ', 341078)
(-4.0, ' ', 341073)
(-4.0, ' ', 341014)
(-4.0, ' ', 340993)
(-4.0, ' ', 340959)
(-4.0, ' ', 340957)
(-4.0, ' ', 340894)
(-4.0, ' ', 340855)
(-4.0, ' ', 340760)
(-4.0, ' ', 340725)
(-4.0, ' ', 340574)
(-4.0, ' ', 340435)
(-4.0, ' ', 340144)
(-4.0, ' ', 339782)
(-4.0, ' ', 339477)
(-4.0, ' ', 339374)
(-4.0, ' ', 339253)
(-4.0, ' ', 339169)
(-4.0, ' ', 339160)
(-4.0, ' ', 339110)
(-4.0, ' ', 339043)
(-4.0, ' ', 339033)
(-4.0, ' ', 338979)
(-4.0, ' ', 338880)
(-4.0, ' ', 338551)
(-4.0, ' ', 338449)
(-4.0, ' ', 338397)
(-4.0, ' ', 338355)
(-4.0, ' ', 338307)
(-4.0, ' ', 338259)
(-4.0, ' ', 338208)
(-4.0, ' ', 338170)
(-4.0, ' ', 338131)
(-4.0, ' ', 338040)
(-4.0, ' ', 337984)
(-4.0, ' ', 337830)
(-4.0, ' ', 337734)
(-4.0, ' ', 337532)
(-4.0, ' ', 337459)
(-4.0, ' ', 337434)
(-4.0, ' ', 337400)
(-4.0, ' ', 337375)
(-4.0, ' ', 337278)
(-4.0, ' ', 337229)
(-4.0, ' ', 337196)
(-4.0, ' ', 337191)
(-4.0, ' ', 337181)
(-4.0, ' ', 336983)
(-4.0, ' ', 336958)
(-4.0, ' ', 336919)
(-4.0, ' ', 336718)
(-4.0, ' ', 336473)
(-4.0, ' ', 336423)
(-4.0, ' ', 336379)
(-4.0, ' ', 336211)
(-4.0, ' ', 336209)
(-4.0, ' ', 336196)
(-4.0, ' ', 336145)
(-4.0, ' ', 336087)
(-4.0, ' ', 336054)
(-4.0, ' ', 335958)
(-4.0, ' ', 335914)
(-4.0, ' ', 335892)
(-4.0, ' ', 335877)
(-4.0, ' ', 335814)
(-4.0, ' ', 335723)
(-4.0, ' ', 335625)
(-4.0, ' ', 335519)
(-4.0, ' ', 335511)
(-4.0, ' ', 335488)
(-4.0, ' ', 335132)
(-4.0, ' ', 335036)
(-4.0, ' ', 334950)
(-4.0, ' ', 334830)
(-4.0, ' ', 334825)
(-4.0, ' ', 334763)
(-4.0, ' ', 334710)
(-4.0, ' ', 334209)
(-4.0, ' ', 334158)
(-4.0, ' ', 334120)
(-4.0, ' ', 333942)
(-4.0, ' ', 333888)
(-4.0, ' ', 333617)
(-4.0, ' ', 333418)
(-4.0, ' ', 333337)
(-4.0, ' ', 333273)
(-4.0, ' ', 333217)
(-4.0, ' ', 333106)
(-4.0, ' ', 333010)
(-4.0, ' ', 332977)
(-4.0, ' ', 332901)
(-4.0, ' ', 332832)
(-4.0, ' ', 332802)
(-4.0, ' ', 332761)
(-4.0, ' ', 332758)
(-4.0, ' ', 332757)
(-4.0, ' ', 332744)
(-4.0, ' ', 332720)
(-4.0, ' ', 332710)
(-4.0, ' ', 332602)
(-4.0, ' ', 332524)
(-4.0, ' ', 332485)
(-4.0, ' ', 332308)
(-4.0, ' ', 332063)
(-4.0, ' ', 332055)
(-4.0, ' ', 332020)
(-4.0, ' ', 332017)
(-4.0, ' ', 331799)
(-4.0, ' ', 331721)
(-4.0, ' ', 331580)
(-4.0, ' ', 331358)
(-4.0, ' ', 331310)
(-4.0, ' ', 331229)
(-4.0, ' ', 331226)
(-4.0, ' ', 331179)
(-4.0, ' ', 331095)
(-4.0, ' ', 331068)
(-4.0, ' ', 331060)
(-4.0, ' ', 331048)
(-4.0, ' ', 331035)
(-4.0, ' ', 330789)
(-4.0, ' ', 330770)
(-4.0, ' ', 330767)
(-4.0, ' ', 330451)
(-4.0, ' ', 330444)
(-4.0, ' ', 330394)
(-4.0, ' ', 330249)
(-4.0, ' ', 330163)
(-4.0, ' ', 330152)
(-4.0, ' ', 330123)
(-4.0, ' ', 329904)
(-4.0, ' ', 329849)
(-4.0, ' ', 329806)
(-4.0, ' ', 329641)
(-4.0, ' ', 329635)
(-4.0, ' ', 329632)
(-4.0, ' ', 329590)
(-4.0, ' ', 329581)
(-4.0, ' ', 329551)
(-4.0, ' ', 329436)
(-4.0, ' ', 329427)
(-4.0, ' ', 329317)
(-4.0, ' ', 329310)
(-4.0, ' ', 329207)
(-4.0, ' ', 329118)
(-4.0, ' ', 328885)
(-4.0, ' ', 328696)
(-4.0, ' ', 328597)
(-4.0, ' ', 328595)
(-4.0, ' ', 328593)
(-4.0, ' ', 328511)
(-4.0, ' ', 328489)
(-4.0, ' ', 328435)
(-4.0, ' ', 328368)
(-4.0, ' ', 328366)
(-4.0, ' ', 328260)
(-4.0, ' ', 328243)
(-4.0, ' ', 328228)
(-4.0, ' ', 328173)
(-4.0, ' ', 328034)
(-4.0, ' ', 327891)
(-4.0, ' ', 327842)
(-4.0, ' ', 327838)
(-4.0, ' ', 327807)
(-4.0, ' ', 327654)
(-4.0, ' ', 327644)
(-4.0, ' ', 327615)
(-4.0, ' ', 327594)
(-4.0, ' ', 327424)
(-4.0, ' ', 327382)
(-4.0, ' ', 327213)
(-4.0, ' ', 327104)
(-4.0, ' ', 327021)
(-4.0, ' ', 327005)
(-4.0, ' ', 326943)
(-4.0, ' ', 326877)
